date,price,load_forecast,renewable_forecast
2015-01-04 04:00:00,0.0,37962.75,18421.1825
2015-01-04 05:00:00,-0.01,37355.75,18120.9525
2015-01-04 06:00:00,-3.18,35587.75,17765.505
2015-01-04 07:00:00,-0.05,36483.25,17339.175
2015-01-04 08:00:00,0.05,39514.75,17104.60625
2015-01-04 09:00:00,9.62,43306.25,17795.80125
2015-01-04 10:00:00,11.54,45522.5,19044.18475
2015-01-04 11:00:00,14.68,47889.25,20051.67575
2015-01-04 12:00:00,14.31,48273.25,20387.1655
2015-01-04 13:00:00,11.18,46650.5,19922.46425
2015-01-04 14:00:00,12.01,45203.0,18574.4135
2015-01-04 15:00:00,14.36,44878.25,16761.7595
2015-01-04 16:00:00,17.55,46081.25,15614.457
2015-01-04 17:00:00,28.94,49826.0,14806.284
2015-01-04 18:00:00,29.59,51442.75,14086.1825
2015-01-04 19:00:00,29.42,50506.0,13364.555
2015-01-04 20:00:00,28.92,47804.5,12708.3
2015-01-04 21:00:00,28.66,46746.5,11973.005
2015-01-04 22:00:00,29.74,46885.5,11287.8225
2015-01-04 23:00:00,24.9,44659.75,10615.115
2015-01-05 00:00:00,22.34,43176.0,10561.5
2015-01-05 01:00:00,17.93,41597.75,10835.5
2015-01-05 02:00:00,15.17,40421.75,10961.0
2015-01-05 03:00:00,16.38,40404.25,11135.5
2015-01-05 04:00:00,17.38,41348.25,11331.5
2015-01-05 05:00:00,16.38,43645.25,11325.5
2015-01-05 06:00:00,26.61,49070.5,11073.5
2015-01-05 07:00:00,37.63,53972.0,10624.75
2015-01-05 08:00:00,39.09,56336.25,10179.0
2015-01-05 09:00:00,41.51,57556.0,10573.0
2015-01-05 10:00:00,40.46,58952.5,11498.25
2015-01-05 11:00:00,40.97,60158.75,12172.5
2015-01-05 12:00:00,40.72,60634.0,12137.5
2015-01-05 13:00:00,41.92,59365.0,10920.75
2015-01-05 14:00:00,42.0,57531.25,8816.75
2015-01-05 15:00:00,43.1,58482.75,6492.5
2015-01-05 16:00:00,46.7,58322.0,4798.75
2015-01-05 17:00:00,56.78,59898.25,4014.5
2015-01-05 18:00:00,58.84,60886.25,3615.5
2015-01-05 19:00:00,49.23,60314.0,3324.25
2015-01-05 20:00:00,44.32,56842.0,3120.5
2015-01-05 21:00:00,40.0,54007.0,2964.0
2015-01-05 22:00:00,35.08,52061.0,2757.75
2015-01-05 23:00:00,30.03,47866.75,2526.5
2015-01-06 00:00:00,30.02,45215.5,2310.5
2015-01-06 01:00:00,30.57,43978.0,2240.5
2015-01-06 02:00:00,30.25,42823.5,2143.75
2015-01-06 03:00:00,30.29,42724.5,2020.0
2015-01-06 04:00:00,30.63,43610.75,1939.75
2015-01-06 05:00:00,29.64,45897.75,2011.0
2015-01-06 06:00:00,29.67,50678.5,2231.5
2015-01-06 07:00:00,38.82,55554.25,2481.5
2015-01-06 08:00:00,40.76,58355.25,2980.0
2015-01-06 09:00:00,40.02,59792.25,5080.5
2015-01-06 10:00:00,33.99,61041.0,7854.25
2015-01-06 11:00:00,31.22,62314.5,9835.75
2015-01-06 12:00:00,30.06,62185.75,10495.25
2015-01-06 13:00:00,29.99,61095.0,9606.5
2015-01-06 14:00:00,30.73,58461.5,7857.75
2015-01-06 15:00:00,37.38,59445.25,5982.25
2015-01-06 16:00:00,40.32,59201.75,5221.0
2015-01-06 17:00:00,45.96,60849.5,5705.75
2015-01-06 18:00:00,45.71,61763.25,6363.25
2015-01-06 19:00:00,39.57,61419.75,6766.25
2015-01-06 20:00:00,32.92,58256.5,6910.25
2015-01-06 21:00:00,29.15,55364.0,7006.0
2015-01-06 22:00:00,28.46,53445.75,6980.5
2015-01-06 23:00:00,26.97,49225.25,6824.25
2015-01-07 00:00:00,24.97,45967.75,7923.0
2015-01-07 01:00:00,24.65,43796.0,8820.25
2015-01-07 02:00:00,24.68,42782.5,8565.5
2015-01-07 03:00:00,25.06,42937.0,8453.25
2015-01-07 04:00:00,26.1,44664.25,8377.0
2015-01-07 05:00:00,26.95,47122.25,8087.5
2015-01-07 06:00:00,31.43,52973.25,7825.0
2015-01-07 07:00:00,45.98,58620.75,7545.0
2015-01-07 08:00:00,47.91,60736.25,7264.5
2015-01-07 09:00:00,48.91,61359.0,7594.5
2015-01-07 10:00:00,50.0,62353.75,8429.5
2015-01-07 11:00:00,51.22,63591.5,9216.0
2015-01-07 12:00:00,50.15,63253.75,9618.25
2015-01-07 13:00:00,51.46,62404.75,9372.0
2015-01-07 14:00:00,50.88,61971.75,8620.75
2015-01-07 15:00:00,48.0,61780.5,7694.75
2015-01-07 16:00:00,47.14,62059.0,7337.0
2015-01-07 17:00:00,51.07,64334.25,7810.5
2015-01-07 18:00:00,47.42,64332.5,8553.0
2015-01-07 19:00:00,44.83,62484.5,9381.25
2015-01-07 20:00:00,33.86,58404.5,10300.0
2015-01-07 21:00:00,27.42,55377.5,11255.0
2015-01-07 22:00:00,27.02,53229.5,12175.0
2015-01-07 23:00:00,22.11,49272.0,13123.0
2015-01-08 00:00:00,21.92,46999.5,14828.5
2015-01-08 01:00:00,19.35,44924.0,15774.0
2015-01-08 02:00:00,16.11,43816.0,16479.5
2015-01-08 03:00:00,14.93,43962.25,17057.5
2015-01-08 04:00:00,15.0,44861.25,17601.25
2015-01-08 05:00:00,19.04,47170.75,18097.0
2015-01-08 06:00:00,26.17,51903.75,18615.25
2015-01-08 07:00:00,38.34,58271.75,18962.0
2015-01-08 08:00:00,37.7,60746.5,19294.75
2015-01-08 09:00:00,32.99,61456.5,19835.5
2015-01-08 10:00:00,31.95,62295.5,20296.75
2015-01-08 11:00:00,33.59,63733.25,20498.0
2015-01-08 12:00:00,34.37,63357.75,19886.5
2015-01-08 13:00:00,35.08,61195.25,18571.5
2015-01-08 14:00:00,34.45,60290.5,17303.25
2015-01-08 15:00:00,38.12,60529.25,16408.25
2015-01-08 16:00:00,32.47,61036.25,15983.5
2015-01-08 17:00:00,36.49,63836.5,16276.75
2015-01-08 18:00:00,31.82,64304.5,17180.75
2015-01-08 19:00:00,32.93,62821.0,18005.5
2015-01-08 20:00:00,29.44,58974.75,18476.25
2015-01-08 21:00:00,28.62,55576.25,19103.25
2015-01-08 22:00:00,26.71,53694.25,19722.25
2015-01-08 23:00:00,15.93,49908.0,20051.25
2015-01-09 00:00:00,11.55,46623.5,20800.5
2015-01-09 01:00:00,13.47,45326.75,21386.25
2015-01-09 02:00:00,11.23,44308.5,21741.0
2015-01-09 03:00:00,9.37,44619.5,22550.25
2015-01-09 04:00:00,10.33,46195.75,23918.75
2015-01-09 05:00:00,10.57,48375.75,25439.0
2015-01-09 06:00:00,20.08,53387.75,26814.75
2015-01-09 07:00:00,34.24,60045.5,28132.5
2015-01-09 08:00:00,29.99,62847.25,29303.75
2015-01-09 09:00:00,28.33,63250.0,30534.75
2015-01-09 10:00:00,28.51,63638.75,31818.0
2015-01-09 11:00:00,31.69,64733.25,32477.5
2015-01-09 12:00:00,31.11,63920.0,32254.25
2015-01-09 13:00:00,29.95,61498.75,31634.5
2015-01-09 14:00:00,29.17,60900.0,30959.5
2015-01-09 15:00:00,29.47,60830.0,30204.25
2015-01-09 16:00:00,30.09,61308.75,29698.0
2015-01-09 17:00:00,33.47,63877.25,29040.5
2015-01-09 18:00:00,32.78,64149.25,27883.75
2015-01-09 19:00:00,33.47,62803.25,26215.25
2015-01-09 20:00:00,30.11,59255.0,24269.0
2015-01-09 21:00:00,26.69,55100.25,23079.25
2015-01-09 22:00:00,21.64,52338.25,22445.25
2015-01-09 23:00:00,14.72,50094.0,22108.25
2015-01-10 00:00:00,17.1,47723.25,21480.25
2015-01-10 01:00:00,12.93,46464.0,18149.5
2015-01-10 02:00:00,13.7,45167.0,18986.75
2015-01-10 03:00:00,11.01,45024.75,20401.5
2015-01-10 04:00:00,9.08,45633.25,21722.0
2015-01-10 05:00:00,9.28,45378.75,23501.25
2015-01-10 06:00:00,7.19,45735.75,25434.25
2015-01-10 07:00:00,9.31,48758.5,26914.0
2015-01-10 08:00:00,11.35,52160.75,28489.75
2015-01-10 09:00:00,15.87,55057.5,30020.75
2015-01-10 10:00:00,15.84,56622.5,31322.25
2015-01-10 11:00:00,14.83,58080.0,32178.5
2015-01-10 12:00:00,15.83,57204.5,32670.0
2015-01-10 13:00:00,14.85,55646.0,32716.75
2015-01-10 14:00:00,11.42,54834.25,32290.5
2015-01-10 15:00:00,11.34,53908.5,31318.75
2015-01-10 16:00:00,14.15,55688.25,30394.0
2015-01-10 17:00:00,17.09,58009.25,29847.5
2015-01-10 18:00:00,18.87,58348.25,29546.25
2015-01-10 19:00:00,13.44,56279.75,29216.0
2015-01-10 20:00:00,15.82,52930.75,28520.0
2015-01-10 21:00:00,11.51,50829.25,27723.0
2015-01-10 22:00:00,11.81,50419.5,26981.5
2015-01-10 23:00:00,5.08,48050.0,26285.75
2015-01-11 00:00:00,0.05,45124.0,26248.75
2015-01-11 01:00:00,-2.06,42726.25,26460.75
2015-01-11 02:00:00,-4.11,41490.75,26537.25
2015-01-11 03:00:00,-5.06,41680.0,26493.75
2015-01-11 04:00:00,-4.12,41889.0,26667.0
2015-01-11 05:00:00,-0.74,41742.25,26854.5
2015-01-11 06:00:00,-25.02,41097.5,27032.25
2015-01-11 07:00:00,-16.94,42868.25,27301.0
2015-01-11 08:00:00,-6.86,45536.75,27893.75
2015-01-11 09:00:00,1.53,48479.0,29410.75
2015-01-11 10:00:00,5.61,50668.0,31398.0
2015-01-11 11:00:00,9.91,53164.75,32979.0
2015-01-11 12:00:00,8.71,53106.5,33650.5
2015-01-11 13:00:00,-0.09,51107.5,33535.25
2015-01-11 14:00:00,-0.07,49639.25,32269.5
2015-01-11 15:00:00,-1.8,49314.75,30557.75
2015-01-11 16:00:00,0.61,50397.0,29387.75
2015-01-11 17:00:00,13.51,54905.75,29088.25
2015-01-11 18:00:00,11.44,56457.75,28993.25
2015-01-11 19:00:00,14.88,55326.75,28939.0
2015-01-11 20:00:00,9.63,52497.75,28987.5
2015-01-11 21:00:00,9.29,50954.5,29164.0
2015-01-11 22:00:00,10.18,50990.25,29376.5
2015-01-11 23:00:00,-2.0,48127.0,29464.75
2015-01-12 00:00:00,9.3,45184.75,28363.25
2015-01-12 01:00:00,2.87,43427.75,27028.5
2015-01-12 02:00:00,0.09,42625.5,26568.0
2015-01-12 03:00:00,0.26,42934.25,26223.5
2015-01-12 04:00:00,2.83,44453.25,26115.0
2015-01-12 05:00:00,10.4,47842.5,26256.75
2015-01-12 06:00:00,20.03,55432.25,26572.0
2015-01-12 07:00:00,44.95,61972.25,27039.5
2015-01-12 08:00:00,44.92,65054.0,27702.0
2015-01-12 09:00:00,36.33,65964.25,28904.75
2015-01-12 10:00:00,30.41,67170.25,30416.5
2015-01-12 11:00:00,30.07,68290.0,31673.75
2015-01-12 12:00:00,29.33,68444.25,32342.75
2015-01-12 13:00:00,29.39,67318.25,32156.75
2015-01-12 14:00:00,28.98,65433.25,31402.25
2015-01-12 15:00:00,29.49,66377.0,30307.25
2015-01-12 16:00:00,28.99,66108.75,29431.25
2015-01-12 17:00:00,34.41,68752.25,28997.0
2015-01-12 18:00:00,31.69,68890.75,28704.75
2015-01-12 19:00:00,29.59,67173.0,28244.75
2015-01-12 20:00:00,27.61,62977.5,27564.75
2015-01-12 21:00:00,15.55,59797.5,26703.0
2015-01-12 22:00:00,14.91,56882.25,25735.5
2015-01-12 23:00:00,9.1,51716.25,24696.5
2015-01-13 00:00:00,9.27,47575.25,23629.5
2015-01-13 01:00:00,10.42,46714.25,21894.0
2015-01-13 02:00:00,11.16,45718.75,21667.25
2015-01-13 03:00:00,10.71,45932.5,21932.0
2015-01-13 04:00:00,11.26,47249.5,22495.75
2015-01-13 05:00:00,11.69,50147.0,23018.75
2015-01-13 06:00:00,21.05,56157.75,23313.5
2015-01-13 07:00:00,32.37,62086.75,23300.5
2015-01-13 08:00:00,34.21,64632.5,23552.75
2015-01-13 09:00:00,28.47,65267.5,26360.75
2015-01-13 10:00:00,26.07,66078.5,29865.5
2015-01-13 11:00:00,23.74,67010.5,32081.0
2015-01-13 12:00:00,23.73,66879.75,32335.25
2015-01-13 13:00:00,23.76,65844.25,30784.0
2015-01-13 14:00:00,25.62,63215.5,27768.0
2015-01-13 15:00:00,28.91,64523.75,23998.0
2015-01-13 16:00:00,34.13,64841.0,21059.75
2015-01-13 17:00:00,42.16,68030.5,19921.0
2015-01-13 18:00:00,41.99,68682.5,19346.25
2015-01-13 19:00:00,37.91,66243.5,18670.5
2015-01-13 20:00:00,31.41,61807.75,18000.5
2015-01-13 21:00:00,29.91,58761.25,17299.75
2015-01-13 22:00:00,27.02,56500.5,16703.0
2015-01-13 23:00:00,18.36,51583.0,16096.25
2015-01-14 00:00:00,13.25,50246.5,15956.0
2015-01-14 01:00:00,15.02,47777.75,18415.75
2015-01-14 02:00:00,11.99,46680.75,17771.5
2015-01-14 03:00:00,13.68,46849.0,17337.25
2015-01-14 04:00:00,13.91,48860.75,17179.75
2015-01-14 05:00:00,16.26,52102.5,17692.5
2015-01-14 06:00:00,27.32,59131.5,18281.25
2015-01-14 07:00:00,31.62,65868.0,18819.75
2015-01-14 08:00:00,34.74,68374.5,19188.25
2015-01-14 09:00:00,32.41,68459.25,20556.0
2015-01-14 10:00:00,29.71,68994.25,22441.75
2015-01-14 11:00:00,30.32,70212.25,23489.0
2015-01-14 12:00:00,29.7,69339.5,23545.75
2015-01-14 13:00:00,29.28,68221.75,21985.5
2015-01-14 14:00:00,30.63,67329.75,19209.25
2015-01-14 15:00:00,35.61,66975.5,16400.0
2015-01-14 16:00:00,37.8,67025.75,14811.5
2015-01-14 17:00:00,44.69,69573.75,14351.25
2015-01-14 18:00:00,43.23,69717.75,14635.0
2015-01-14 19:00:00,34.51,68796.75,14980.75
2015-01-14 20:00:00,29.44,64870.0,15239.75
2015-01-14 21:00:00,27.96,61399.75,15536.75
2015-01-14 22:00:00,23.73,58749.25,15783.5
2015-01-14 23:00:00,16.29,53886.25,15929.75
2015-01-15 00:00:00,24.36,50516.75,15245.75
2015-01-15 01:00:00,21.59,48246.75,14661.25
2015-01-15 02:00:00,15.46,47151.25,15005.25
2015-01-15 03:00:00,15.44,47446.5,15925.5
2015-01-15 04:00:00,15.43,48711.0,17419.75
2015-01-15 05:00:00,15.47,51747.0,19365.5
2015-01-15 06:00:00,27.69,58070.75,21344.0
2015-01-15 07:00:00,33.89,66065.25,23076.25
2015-01-15 08:00:00,34.79,69232.25,24630.0
2015-01-15 09:00:00,30.9,69457.5,26362.5
2015-01-15 10:00:00,29.97,70319.25,28148.5
2015-01-15 11:00:00,29.42,71469.25,29350.25
2015-01-15 12:00:00,27.02,70610.25,29874.0
2015-01-15 13:00:00,26.18,68416.75,29718.75
2015-01-15 14:00:00,26.53,67209.0,28768.25
2015-01-15 15:00:00,28.21,67023.5,27124.5
2015-01-15 16:00:00,29.37,67436.5,25880.0
2015-01-15 17:00:00,32.54,69921.0,25436.25
2015-01-15 18:00:00,32.67,69763.0,24974.75
2015-01-15 19:00:00,30.49,67808.75,24273.5
2015-01-15 20:00:00,28.32,63503.0,23489.5
2015-01-15 21:00:00,22.05,60058.0,22739.25
2015-01-15 22:00:00,19.01,57785.25,21976.25
2015-01-15 23:00:00,12.01,53282.75,21342.5
2015-01-16 00:00:00,9.78,48985.75,21202.5
2015-01-16 01:00:00,11.64,47572.5,21608.75
2015-01-16 02:00:00,9.72,46611.5,20859.75
2015-01-16 03:00:00,10.56,46974.25,19966.0
2015-01-16 04:00:00,14.11,48737.5,19038.5
2015-01-16 05:00:00,16.02,51631.5,18202.0
2015-01-16 06:00:00,24.71,58083.25,17251.5
2015-01-16 07:00:00,34.04,65676.0,16159.0
2015-01-16 08:00:00,37.71,68677.5,15271.0
2015-01-16 09:00:00,36.92,68773.75,15526.0
2015-01-16 10:00:00,37.99,69188.75,16274.75
2015-01-16 11:00:00,39.97,70330.75,16246.5
2015-01-16 12:00:00,39.95,69098.0,15041.5
2015-01-16 13:00:00,40.02,66585.25,12789.25
2015-01-16 14:00:00,41.83,65772.0,10082.75
2015-01-16 15:00:00,44.05,65504.0,7203.75
2015-01-16 16:00:00,47.1,65842.0,5151.25
2015-01-16 17:00:00,52.49,68543.25,4436.25
2015-01-16 18:00:00,53.54,68683.0,4157.25
2015-01-16 19:00:00,48.02,66220.5,3946.25
2015-01-16 20:00:00,41.51,62129.5,3757.25
2015-01-16 21:00:00,37.92,57963.0,3618.25
2015-01-16 22:00:00,35.64,55038.0,3505.75
2015-01-16 23:00:00,28.79,52542.0,3383.75
2015-01-17 00:00:00,29.03,49195.5,6213.25
2015-01-17 01:00:00,27.47,47606.75,6825.75
2015-01-17 02:00:00,28.06,46094.0,6759.75
2015-01-17 03:00:00,27.92,45942.5,6813.0
2015-01-17 04:00:00,27.05,46531.25,6930.5
2015-01-17 05:00:00,27.24,46256.0,7064.5
2015-01-17 06:00:00,27.34,47450.0,7261.0
2015-01-17 07:00:00,27.74,51215.75,7466.0
2015-01-17 08:00:00,29.73,54927.25,7832.0
2015-01-17 09:00:00,35.05,57348.0,9153.75
2015-01-17 10:00:00,38.81,58593.25,11038.75
2015-01-17 11:00:00,38.89,59897.5,12498.0
2015-01-17 12:00:00,34.99,58974.25,13293.0
2015-01-17 13:00:00,31.96,57177.0,13164.75
2015-01-17 14:00:00,30.07,55839.5,12071.5
2015-01-17 15:00:00,31.27,54703.75,10265.75
2015-01-17 16:00:00,33.84,56193.75,8928.75
2015-01-17 17:00:00,42.44,58905.25,8866.0
2015-01-17 18:00:00,44.9,60005.5,9302.5
2015-01-17 19:00:00,34.24,58379.5,9829.75
2015-01-17 20:00:00,28.95,54707.0,10340.25
2015-01-17 21:00:00,27.02,52522.5,10778.0
2015-01-17 22:00:00,27.46,52241.0,11070.75
2015-01-17 23:00:00,24.5,49333.25,11221.25
2015-01-18 00:00:00,23.35,45897.75,8659.5
2015-01-18 01:00:00,21.19,43534.75,7993.25
2015-01-18 02:00:00,22.24,42249.0,8195.5
2015-01-18 03:00:00,22.31,42613.0,8354.5
2015-01-18 04:00:00,22.32,43020.75,8434.75
2015-01-18 05:00:00,22.11,42901.75,8411.75
2015-01-18 06:00:00,14.12,42406.0,8290.75
2015-01-18 07:00:00,15.17,44223.75,8103.0
2015-01-18 08:00:00,19.07,47172.25,8106.25
2015-01-18 09:00:00,24.94,50273.75,9545.75
2015-01-18 10:00:00,27.2,52753.5,11539.0
2015-01-18 11:00:00,28.22,55079.25,12850.5
2015-01-18 12:00:00,28.15,54972.25,12879.0
2015-01-18 13:00:00,27.85,53126.5,11692.75
2015-01-18 14:00:00,28.17,51698.5,9371.75
2015-01-18 15:00:00,29.91,51324.0,6411.75
2015-01-18 16:00:00,30.44,52131.25,4074.25
2015-01-18 17:00:00,38.42,56862.5,3653.5
2015-01-18 18:00:00,42.46,58676.75,3800.0
2015-01-18 19:00:00,39.8,57651.25,3928.0
2015-01-18 20:00:00,30.54,54533.5,3887.75
2015-01-18 21:00:00,30.4,52814.5,3734.0
2015-01-18 22:00:00,31.0,53122.5,3501.75
2015-01-18 23:00:00,28.42,50060.5,3185.25
2015-01-19 00:00:00,27.92,46654.75,2684.0
2015-01-19 01:00:00,27.76,44912.0,2682.0
2015-01-19 02:00:00,28.25,44047.25,2453.0
2015-01-19 03:00:00,28.41,44206.75,2246.75
2015-01-19 04:00:00,28.07,45746.5,2066.25
2015-01-19 05:00:00,29.63,49104.5,1973.25
2015-01-19 06:00:00,42.87,57709.25,1950.5
2015-01-19 07:00:00,52.07,65059.75,1986.5
2015-01-19 08:00:00,56.49,67943.25,2377.75
2015-01-19 09:00:00,52.38,68221.75,4206.5
2015-01-19 10:00:00,48.84,69530.5,6365.25
2015-01-19 11:00:00,47.95,70315.5,7715.0
2015-01-19 12:00:00,44.97,69890.5,8024.25
2015-01-19 13:00:00,47.95,68226.25,7232.75
2015-01-19 14:00:00,47.72,67647.0,5458.75
2015-01-19 15:00:00,47.43,67614.75,3286.25
2015-01-19 16:00:00,48.19,67162.75,1867.75
2015-01-19 17:00:00,52.16,69321.75,1780.5
2015-01-19 18:00:00,56.26,70118.75,1978.75
2015-01-19 19:00:00,52.96,68591.75,2026.5
2015-01-19 20:00:00,45.0,64674.5,1989.25
2015-01-19 21:00:00,40.0,61619.25,1911.25
2015-01-19 22:00:00,37.53,58391.75,1708.25
2015-01-19 23:00:00,31.07,53210.0,1539.0
2015-01-20 00:00:00,31.93,49464.5,1340.25
2015-01-20 01:00:00,31.08,48207.75,1060.75
2015-01-20 02:00:00,29.92,47128.0,980.5
2015-01-20 03:00:00,29.97,47193.75,918.5
2015-01-20 04:00:00,31.02,48149.0,875.75
2015-01-20 05:00:00,34.81,50658.0,875.5
2015-01-20 06:00:00,39.4,58080.75,892.0
2015-01-20 07:00:00,53.39,64908.25,863.25
2015-01-20 08:00:00,58.88,67258.0,977.5
2015-01-20 09:00:00,58.8,67398.75,1715.5
2015-01-20 10:00:00,57.34,68364.0,2948.0
2015-01-20 11:00:00,57.46,68885.5,3941.25
2015-01-20 12:00:00,53.53,68403.0,4375.25
2015-01-20 13:00:00,52.93,67520.25,4168.0
2015-01-20 14:00:00,52.38,65345.5,3242.5
2015-01-20 15:00:00,52.1,65356.0,1896.0
2015-01-20 16:00:00,51.04,65148.0,990.75
2015-01-20 17:00:00,58.55,68081.5,857.0
2015-01-20 18:00:00,66.65,69041.5,1008.5
2015-01-20 19:00:00,56.02,67834.5,1151.0
2015-01-20 20:00:00,50.01,64030.0,1270.5
2015-01-20 21:00:00,42.73,60753.75,1354.75
2015-01-20 22:00:00,42.02,57965.0,1406.0
2015-01-20 23:00:00,36.93,52305.0,1439.0
2015-01-21 00:00:00,31.08,49551.75,1267.25
2015-01-21 01:00:00,32.07,47266.5,1551.5
2015-01-21 02:00:00,31.53,46369.0,1531.25
2015-01-21 03:00:00,31.2,46630.75,1537.0
2015-01-21 04:00:00,33.27,47866.5,1517.25
2015-01-21 05:00:00,35.07,50910.75,1515.0
2015-01-21 06:00:00,43.71,58404.75,1526.5
2015-01-21 07:00:00,54.12,65063.25,1577.25
2015-01-21 08:00:00,58.39,67490.75,2027.0
2015-01-21 09:00:00,56.6,67635.25,4275.0
2015-01-21 10:00:00,54.96,68445.5,7294.75
2015-01-21 11:00:00,53.99,69201.75,9679.75
2015-01-21 12:00:00,48.49,68948.75,10675.5
2015-01-21 13:00:00,49.59,67912.25,10110.25
2015-01-21 14:00:00,48.0,66529.75,8164.5
2015-01-21 15:00:00,50.0,66262.0,5409.5
2015-01-21 16:00:00,51.02,65983.5,3248.25
2015-01-21 17:00:00,55.47,68466.5,2910.0
2015-01-21 18:00:00,57.1,68849.0,3486.0
2015-01-21 19:00:00,51.95,66976.5,3933.0
2015-01-21 20:00:00,43.22,63074.25,4078.25
2015-01-21 21:00:00,38.98,59883.0,4029.0
2015-01-21 22:00:00,38.38,57032.25,3939.5
2015-01-21 23:00:00,31.51,51913.5,3831.25
2015-01-22 00:00:00,29.67,50433.0,3983.0
2015-01-22 01:00:00,29.93,48343.0,4037.0
2015-01-22 02:00:00,29.0,47150.75,3907.25
2015-01-22 03:00:00,28.96,47265.0,3785.75
2015-01-22 04:00:00,29.38,48266.75,3708.25
2015-01-22 05:00:00,31.09,51010.25,3732.75
2015-01-22 06:00:00,36.92,58314.5,3783.0
2015-01-22 07:00:00,48.42,65376.25,3848.75
2015-01-22 08:00:00,53.79,67708.0,4085.0
2015-01-22 09:00:00,50.52,67841.75,5074.75
2015-01-22 10:00:00,50.53,66924.75,6395.5
2015-01-22 11:00:00,49.89,69236.75,7166.0
2015-01-22 12:00:00,52.44,68789.25,7203.75
